День,Название группы,№ Группы,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,№ Объявления,Заголовок,Статус объявления,Тип объявления,Текст,Ссылка,Путь до изображения,Название файла изображения,Идентификатор видео,Путь до превью видео,Формат,Источник текста,Название товара или каталога,Производитель товара,Категория товара,Тип площадки,Вид размещения,Тематика телеграм-канала,Тип устройства,Тип операционной системы,Тип связи,Пол,Возраст,Уровень платежеспособности,Уровень трат в категории,"Расход, ₽",Показы,Клики,Конверсии,"CR, %","CPA, ₽","CTR, %","CPC, ₽",Взвешенные показы,"Взвешенный CTR, %",Ср. объём трафика,Ср. позиция показа,Ср. позиция клика,"Отказы, %",Глубина просмотра
24.08.2026,G9  - трофейная рыбалка,5790258393,Автотаргетинг,,-,0,-,0,аренда катамарана ибица,Широкие запросы,Запросы без упоминания брендов,-,,1918997239747074414,Катамаран "Моряк Попай" - только для вашей компании,Активные,Комбинаторное,"Трофейная рыбалка на катамаране ""Моряк Попай""- судно целиком, от 20 000 ₽, от 3-х час",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content=G9_trofej&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,45-54 года,6–10%,Не определено,0.00,1,0,0,-,-,0.00,-,0.78,0.00,77.96,6.00,-,-,-
24.08.2026,G9  - трофейная рыбалка,5790258393,Автотаргетинг,,-,0,-,0,катамаран,Широкие запросы,Запросы без упоминания брендов,-,,1918997239747074414,Катамаран "Моряк Попай" - только для вашей компании,Активные,Комбинаторное,"Трофейная рыбалка на катамаране ""Моряк Попай""- судно целиком, от 20 000 ₽, от 3-х час",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content=G9_trofej&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Не определен,Не определен,Остальные,Не определено,0.00,2,0,0,-,-,0.00,-,1.09,0.00,54.25,5.00,-,-,-
24.08.2026,G9  - трофейная рыбалка,5790258393,Автотаргетинг,,-,0,-,0,катамаран на 4 х человек,Широкие запросы,Запросы без упоминания брендов,-,,1918997239747074414,Катамаран "Моряк Попай" - только для вашей компании,Активные,Комбинаторное,"Трофейная рыбалка на катамаране ""Моряк Попай""- судно целиком, от 20 000 ₽, от 3-х час",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content=G9_trofej&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Женский,18-24 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.62,0.00,61.60,3.00,-,-,-
24.08.2026,G9  - трофейная рыбалка,5790258393,Автотаргетинг,,-,0,-,0,морской порт адлер,Широкие запросы,Запросы без упоминания брендов,-,,1918997239747074414,"Трофей в Черном море - катран, скат",Активные,Комбинаторное,"Трофейная рыбалка на катамаране ""Моряк Попай""- судно целиком, от 20 000 ₽, от 3-х час",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content=G9_trofej&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Карты,Не определено,Смартфоны,Android,Wi-Fi,Женский,45-54 года,Остальные,Не определено,0.00,2,0,0,-,-,0.00,-,1.33,0.00,66.52,1.50,-,-,-
24.08.2026,G9  - трофейная рыбалка,5790258393,Автотаргетинг,,-,0,-,0,прокат катамарана,Широкие запросы,Запросы без упоминания брендов,-,,1918997239747074414,Катамаран "Моряк Попай" - только для вашей компании,Активные,Комбинаторное,"Трофейная рыбалка на катамаране ""Моряк Попай""- судно целиком, от 20 000 ₽, от 3-х час",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content=G9_trofej&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Прочее,Не определено,Планшеты,iOS,Wi-Fi,Мужской,25-34 года,6–10%,Не определено,0.00,1,0,0,-,-,0.00,-,0.06,0.00,6.31,6.00,-,-,-
25.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Фраза,рыбалка в сочи в море -открытый,-,0,-,0,,Не определено,-,Пословное,,1918830392081206022,Морская рыбалка - катамаран "Моряк Попай",Архивные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5235951/RTM9BgJLvGk-x5J_zvHIzw,skat_popaj_edit_2026-08-17.png,1164155890,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20985094/f1db55d1-3a13-4fcf-b557-6ddb04c28595/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
25.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Фраза,рыбалка сириус адлер,-,0,-,0,удочки на прокат в сочи сириус,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,1918830392081206022,Заголовок из контента поискового сниппета или настроек объявления,Архивные,Комбинаторное,Текст из контента поискового сниппета или настроек объявления,https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Динамические места на поиске,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.15,0.00,15.26,8.00,-,-,-
25.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Фраза,рыбалка сочи -морск -море -морской -катамаран -групповой -сириус,-,0,-,0,,Не определено,-,Пословное,,1918830392081206022,3 часа рыбалки в море - слоты каждый день,Архивные,Комбинаторное,"Не бронируйте весь катер - место в группе 2800 ₽, катамаран ""Моряк Попай"", до 8 чел.",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},http://direct.yandex.ru/images/direct/4823983/LX6Y0kQl79NNcdZeRJSryQ,web рыбалка.jpg,1164155890,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20985094/f1db55d1-3a13-4fcf-b557-6ddb04c28595/orig,Видео,Оригинальный,,,,Сети,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
25.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Фраза,рыбалка сочи -морск -море -морской -катамаран -групповой -сириус,-,0,-,0,,Не определено,-,Пословное,,1918830392081206022,Групповая рыбалка - снасти включены - Сириус,Архивные,Комбинаторное,"Не бронируйте весь катер - место в группе 2800 ₽, катамаран ""Моряк Попай"", до 8 чел.",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5241276/zbvUo_rc7rXkdt_0VT6e1w,ставрида 2.jpg,1164155890,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20985094/f1db55d1-3a13-4fcf-b557-6ddb04c28595/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
25.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Фраза,рыбалка сочи -морск -море -морской -катамаран -групповой -сириус,-,0,-,0,,Не определено,-,Пословное,,1918830392081206022,Групповая рыбалка - снасти включены - Сириус,Архивные,Комбинаторное,"Не бронируйте весь катер - место в группе 2800 ₽, катамаран ""Моряк Попай"", до 8 чел.",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5241276/zbvUo_rc7rXkdt_0VT6e1w,ставрида 2.jpg,1164155890,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20985094/f1db55d1-3a13-4fcf-b557-6ddb04c28595/orig,Видео,Оригинальный,,,,Сети,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
25.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1918830392081206022,3 часа рыбалки в море - слоты каждый день,Архивные,Комбинаторное,"Не бронируйте весь катер - место в группе 2800 ₽, катамаран ""Моряк Попай"", до 8 чел.",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},http://direct.yandex.ru/images/direct/4823983/LX6Y0kQl79NNcdZeRJSryQ,web рыбалка.jpg,1164155890,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20985094/f1db55d1-3a13-4fcf-b557-6ddb04c28595/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Женский,18-24 года,2–5%,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
25.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1918830392081206022,Морская рыбалка - катамаран "Моряк Попай",Архивные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5235951/RTM9BgJLvGk-x5J_zvHIzw,skat_popaj_edit_2026-08-17.png,1164155890,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20985094/f1db55d1-3a13-4fcf-b557-6ddb04c28595/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Не определен,Не определен,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
25.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1918830392081206022,Морская рыбалка - катамаран "Моряк Попай",Архивные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5235951/RTM9BgJLvGk-x5J_zvHIzw,skat_popaj_edit_2026-08-17.png,1164155890,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20985094/f1db55d1-3a13-4fcf-b557-6ddb04c28595/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,Не определен,Остальные,Не определено,0.00,2,0,0,-,-,0.00,-,2.00,0.00,100.00,-,-,-,-
25.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1918830392081206022,Морская рыбалка - катамаран "Моряк Попай",Архивные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5235951/RTM9BgJLvGk-x5J_zvHIzw,skat_popaj_edit_2026-08-17.png,1164155890,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20985094/f1db55d1-3a13-4fcf-b557-6ddb04c28595/orig,Видео,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,Не определен,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
25.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1918830392081206022,Морская рыбалка - катамаран "Моряк Попай",Архивные,Комбинаторное,"Рыбалка в Сириусе с катамарана. 2800 ₽, 3 часа в море, слоты 07:30/10:30/13:30/16:30",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5235951/RTM9BgJLvGk-x5J_zvHIzw,skat_popaj_edit_2026-08-17.png,1164155890,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20985094/f1db55d1-3a13-4fcf-b557-6ddb04c28595/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
25.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,имеритинский морской порт экскурсии,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,Морская рыбалка - катамаран "Моряк Попай",Архивные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Прочее,Не определено,Смартфоны,iOS,Wi-Fi,Женский,25-34 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.84,0.00,84.43,6.00,-,-,-
25.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,катера в адлере,Целевые запросы,Запросы без упоминания брендов,-,,1918830392081206022,3 часа рыбалки в море - слоты каждый день,Архивные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.30,0.00,30.27,2.00,-,-,-
25.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,морская рыбалка краснодар,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,Морская рыбалка - катамаран "Моряк Попай",Архивные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.64,0.00,63.56,4.00,-,-,-
25.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,морская рыбалка краснодар,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,Морская рыбалка - катамаран "Моряк Попай",Архивные,Комбинаторное,"Групповая морская рыбалка на катамаране ""Моряк Попай"", 2800 ₽/чел. и 3 часа в море",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,25-34 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.85,0.00,85.37,6.00,-,-,-
25.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в сириусе,Целевые запросы,Запросы без упоминания брендов,-,,1918830392081206022,Заголовок из контента поискового сниппета или настроек объявления,Архивные,Комбинаторное,Текст из контента поискового сниппета или настроек объявления,https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Динамические места на поиске,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.90,0.00,90.32,1.00,-,-,-
25.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в сочи,Целевые запросы,Запросы без упоминания брендов,-,,1918830392081206022,Групповая рыбалка в Сочи - 2800 ₽ / чел.,Архивные,Комбинаторное,"Не бронируйте весь катер - место в группе 2800 ₽, катамаран ""Моряк Попай"", до 8 чел.",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Карты,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,25-34 года,2–5%,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,1.00,-,-,-
25.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в сочи,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,Групповая рыбалка в Сочи - 2800 ₽ / чел.,Архивные,Комбинаторное,"Рыбалка в Сириусе с катамарана. 2800 ₽, 3 часа в море, слоты 07:30/10:30/13:30/16:30",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Карты,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,25-34 года,2–5%,Не определено,0.00,10,0,0,-,-,0.00,-,6.65,0.00,66.52,1.50,-,-,-
25.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка в сочи,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,Групповая рыбалка в Сочи - 2800 ₽ / чел.,Архивные,Комбинаторное,"Рыбалка в Сириусе с катамарана. 2800 ₽, 3 часа в море, слоты 07:30/10:30/13:30/16:30",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Карты,Не определено,Смартфоны,Android,Wi-Fi,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.33,0.00,33.04,2.00,-,-,-
25.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка сириус,Целевые запросы,Запросы без упоминания брендов,-,,1918830392081206022,Заголовок из контента поискового сниппета или настроек объявления,Архивные,Комбинаторное,Текст из контента поискового сниппета или настроек объявления,https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Динамические места на поиске,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.91,0.00,90.78,1.00,-,-,-
25.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,рыбалка сочи адлер,Целевые запросы,Запросы без упоминания брендов,-,,1918830392081206022,3 часа рыбалки в море - слоты каждый день,Архивные,Комбинаторное,"Не бронируйте весь катер - место в группе 2800 ₽, катамаран ""Моряк Попай"", до 8 чел.",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Карты,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,45-54 года,2–5%,Не определено,0.00,2,0,0,-,-,0.00,-,1.33,0.00,66.52,1.50,-,-,-
25.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,сириус рыбалка тур,Целевые запросы,Запросы без упоминания брендов,-,,1918830392081206022,Заголовок из контента поискового сниппета или настроек объявления,Архивные,Комбинаторное,Текст из контента поискового сниппета или настроек объявления,https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Динамические места на поиске,Не определено,Смартфоны,Android,Wi-Fi,Женский,25-34 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.50,0.00,49.60,2.00,-,-,-
25.08.2026,G1-G3  - групповая рыбалка Сочи,5788984305,Автотаргетинг,,-,0,-,0,форелевая рыбалка,Широкие запросы,Запросы без упоминания брендов,-,,1918830392081206022,"Рыбалка в Сириусе с катамарана - Имеретинка, линия 2",Архивные,Комбинаторное,"Рыбалка в Сириусе с катамарана. 2800 ₽, 3 часа в море, слоты 07:30/10:30/13:30/16:30",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Карты,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,1.00,-,-,-
25.08.2026,G10 - рыбаки,5791489951,Фраза,рыбалка лоо море,-,0,-,0,морская рыбалка лоо,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,1919233043117772392,"Морская рыбалка в Сочи, осенний сезон - 2800 ₽ / чел.",Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,2–5%,Не определено,0.00,1,0,0,-,-,0.00,-,0.84,0.00,84.15,6.00,-,-,-
25.08.2026,G10 - рыбаки,5791489951,Условие подбора аудитории,,Интересы и привычки,42053328,-,0,,Не определено,-,-,,1919233043117772392,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},http://direct.yandex.ru/images/direct/4737119/q4DN12WlwDezO8-wWsofPg,сезон 03.png,1164156067,https://avatars.mds.yandex.net/get-media-adv-screenshooter/21162581/582f7520-9398-4532-8240-d21bd63b6990/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
25.08.2026,G10 - рыбаки,5791489951,Условие подбора аудитории,,Интересы и привычки,42053328,-,0,,Не определено,-,-,,1919233043117772392,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5220563/VQuCih-eyFsJHPHY5QPWww,сезон 02.png,1164156067,https://avatars.mds.yandex.net/get-media-adv-screenshooter/21162581/582f7520-9398-4532-8240-d21bd63b6990/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,6–10%,Не определено,0.00,1,1,0,0.00,-,100.00,0.00,1.00,100.00,100.00,-,-,0.00,1.00
25.08.2026,G10 - рыбаки,5791489951,Условие подбора аудитории,,Интересы и привычки,42053328,-,0,,Не определено,-,-,,1919233043117772392,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,"Не бронируйте весь катер - место в группе 2800 ₽, катамаран ""Моряк Попай"", до 8 чел.",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},http://direct.yandex.ru/images/direct/4737119/q4DN12WlwDezO8-wWsofPg,сезон 03.png,1164216079,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20985094/df89c1af-59fe-4be2-a722-2cf06c197a6a/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
25.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1919233043117772392,Выход в море на катамаране "Моряк Попай",Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},http://direct.yandex.ru/images/direct/4737119/q4DN12WlwDezO8-wWsofPg,сезон 03.png,1164156067,https://avatars.mds.yandex.net/get-media-adv-screenshooter/21162581/582f7520-9398-4532-8240-d21bd63b6990/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
